,Indicator,Metaheuristic,Function,DRoC Type A,DRoC Type B,ERT Diversity,Critical Diversity,FRoC Type A,FRoC Type B,ERT Fitness,Critical Fitness,SRoC Type A,SRoC Type B,ERT Separation,Critical Separation,MRoC Type A,MRoC Type B,ERT Mobility,Critical Mobility,ntotal*,nshared*,Mean ID,Mean GC,SNID,EXPLORE%,INFEASIBLE%
728,Critical Mobility,GreedyPSO,Exponential,-0.413542910264719,-0.15446982931880873,-0.24998466817090503,0.16359020852568082,-0.004418472993848981,0.0786536494652297,-0.09546772319281174,-0.01978966104376764,0.01847942397646727,0.08195217961766152,-0.08020262976379934,-0.04984628547023757,-0.8699503094050357,-0.9875204439802294,-0.544162532760418,1.0,0.059463100611306934,-0.11139578322462128,0.6120993546848802,-0.6120993546848799,0.3726401823479481,-0.04252640292850561,-0.03655298353622086
729,ntotal*,GreedyPSO,Exponential,-0.15360763563443264,-0.29606382090930244,0.6737627698648473,0.27101983647799155,0.4010932411656001,-0.5084147967274603,0.37396915531727576,-0.18758197251515016,0.6129751070480104,0.28115872680787907,0.7693601242159495,-0.24511601051211512,0.024267198098392794,-0.0482761427472452,0.5183043265634092,0.059463100611306934,1.0,-0.2014918392306407,-0.00898899185013056,0.008988991850131082,0.16018514901045866,0.8708800053658319,0.2720928166031718
730,nshared*,GreedyPSO,Exponential,0.25090081496739763,-0.17322761398756892,-0.13304299172228884,0.17319464573866167,-0.352181783635589,-0.06568531136396108,-0.253489274803005,0.034880377215424495,-0.4056044511169886,-0.5081172872652635,-0.28253851554471743,0.08964007250840633,0.1831374936125363,0.1865334944233838,-0.2243410112670181,-0.11139578322462128,-0.2014918392306407,1.0,-0.13610359014995554,0.1361035901499558,-0.03071707285916445,-0.24883290256383747,-0.3329454990234379
731,Mean ID,GreedyPSO,Exponential,-0.03410902078228176,0.03982669819497267,-0.017522325577424617,-0.032963940407521534,-0.1648648065875036,0.29754144970252344,-0.2804146383533621,-0.11779985276978272,-0.1417342957392757,0.1807044337348469,-0.23376400596315225,-0.1786327033134579,-0.46775474940510825,-0.6485199290838773,-0.37252652363954847,0.6120993546848802,-0.00898899185013056,-0.13610359014995554,1.0,-0.9999999999999998,0.5285805001647722,-0.020966166959880406,0.15744059961048787
732,Mean GC,GreedyPSO,Exponential,0.0341090207822799,-0.039826698194973885,0.017522325577424402,0.03296394040752278,0.1648648065875041,-0.2975414497025215,0.2804146383533621,0.11779985276978272,0.14173429573927496,-0.1807044337348471,0.23376400596315108,0.17863270331345796,0.4677547494051066,0.6485199290838776,0.37252652363954636,-0.6120993546848799,0.008988991850131082,0.1361035901499558,-0.9999999999999998,1.0,-0.5285805001647735,0.020966166959880534,-0.15744059961048326
733,SNID,GreedyPSO,Exponential,-0.1894292617551149,-0.2105555470840953,0.020930238800681986,0.21039920803233456,0.11515672591511174,-0.02453569974241452,-0.07405007851019041,0.18891355436515614,0.18949267371826348,0.3980994587432856,0.03208871317776291,0.09834091711570503,-0.11469640155866237,-0.4068165243262401,-0.00782865325521214,0.3726401823479481,0.16018514901045866,-0.03071707285916445,0.5285805001647722,-0.5285805001647735,1.0,0.1778294828562135,0.04726859130944821
734,EXPLORE%,GreedyPSO,Exponential,-0.14161454283639155,-0.24793874175299568,0.7964033137657043,0.21935790592105547,0.4895748460882788,-0.32681407371052235,0.4937773529892487,-0.15703393850698263,0.5709868335124244,0.21565019684206138,0.6943839950873254,-0.20610479558154482,0.09969558621529033,0.06399011812669145,0.4611940580323648,-0.04252640292850561,0.8708800053658319,-0.24883290256383747,-0.020966166959880406,0.020966166959880534,0.1778294828562135,1.0,0.2110465328465875
735,INFEASIBLE%,GreedyPSO,Exponential,0.030234838244817295,-0.02685460318395326,0.2212135687800412,0.017208428645468246,0.012316732606208176,0.03232070694823601,-0.03413919776388666,-0.125920278692231,0.06878019849100153,0.10536777608490111,0.07013751061601418,-0.157160634571814,-0.01066500941274657,-0.00660185426150612,0.18547570894011153,-0.03655298353622086,0.2720928166031718,-0.3329454990234379,0.15744059961048787,-0.15744059961048326,0.04726859130944821,0.2110465328465875,1.0
736,DRoC Type A,Random20PSO,Exponential,1.0,0.5496025457176085,0.8744598117424545,-0.570087676649337,-0.17208431179082256,-0.27593187876894365,-0.2695324409405188,0.27879552555455017,-0.04720578654355781,-0.30862120246991526,0.01752154184624151,0.30173201336598066,-0.05305308165081344,0.020903064889807206,-0.22390891924047895,0.12021705884244946,0.5994809136485126,0.3040129596875539,0.1276264788845184,0.23448237489947227,0.16202258991286708,0.6272989157861045,-0.21868978426639385
737,DRoC Type B,Random20PSO,Exponential,0.5496025457176085,1.0,0.5412466539767896,-0.9986645101901965,-0.06009126070705557,-0.13323818424534548,-0.12495162698503356,0.13412863917457604,-0.059203656002096344,-0.060996750391495914,0.011250986722471601,0.05750802389682881,0.04965608781055122,-0.21882232915080194,-0.1078251863256033,0.1680500344698218,0.2551588211482907,-0.26256124040861145,0.1385539390251168,0.13827730380429662,0.18734913728648483,0.16434000062468687,-0.16114862953597875
738,ERT Diversity,Random20PSO,Exponential,0.8744598117424545,0.5412466539767896,1.0,-0.5572412502440874,-0.03807203021351093,-0.25804380345478917,-0.13277398685934583,0.2597935334179876,0.03324334608618506,-0.3800745127327607,0.05729203965247326,0.3708068747547643,0.006884438011500325,0.10521518805202738,-0.010004697398165657,0.018466462470120643,0.6821214953235887,0.4490899304174756,0.15591540395698855,0.21675283764867323,0.19679770922833306,0.8584364747635334,-0.11837355984696021
739,Critical Diversity,Random20PSO,Exponential,-0.570087676649337,-0.9986645101901965,-0.5572412502440874,1.0,0.06894254570938096,0.1478886775544319,0.13195927101562338,-0.14890096057045885,0.05172131395312767,0.06348789527241736,-0.02374026259780163,-0.05961653295822335,-0.044924430820920756,0.21268489143729682,0.10605229346950033,-0.16784806780238498,-0.28176139529573363,0.2465399110978681,-0.1403995973371733,-0.14740772659399104,-0.19644335937135282,-0.18433822182053144,0.16565363359638277
740,FRoC Type A,Random20PSO,Exponential,-0.17208431179082256,-0.06009126070705557,-0.03807203021351093,0.06894254570938096,1.0,0.4407466977380184,0.8736084243637002,-0.4484515323778551,-0.009318771993449469,-0.1425786381449689,0.05402787911832996,0.13143332357490908,0.5453912664314485,0.2642178206526327,0.5120356790211796,-0.28335077392485575,0.06493956519709086,0.13156491347925922,-0.13626323990847686,0.16948061329792768,-0.1480877476709935,0.12588435974338072,-0.12164692763541943
741,FRoC Type B,Random20PSO,Exponential,-0.27593187876894365,-0.13323818424534548,-0.25804380345478917,0.1478886775544319,0.4407466977380184,1.0,0.405593135909914,-0.9999306009314205,-0.6225403355805046,-0.3372680527530986,-0.7401703414276699,0.3601405576610258,0.5856125780412763,0.513078011218826,0.3695535201901673,-0.6011451508121874,-0.4961516270650658,0.06085734921935411,-0.21959068422662692,0.24369113800140868,-0.1554197054068987,-0.3676335681891414,0.028689073984492962
742,ERT Fitness,Random20PSO,Exponential,-0.2695324409405188,-0.12495162698503356,-0.13277398685934583,0.13195927101562338,0.8736084243637002,0.405593135909914,1.0,-0.4150924399486819,0.13608047992668457,0.05271277310253487,0.18160351157792284,-0.06333434145525295,0.442021723532925,0.26478392895063274,0.5869397246126844,-0.29896382103320324,0.047795576746558655,0.03503156226226632,-0.1708646235358909,0.16819453393072215,-0.15614987240058473,0.04737002443676146,-0.07760152586665547
743,Critical Fitness,Random20PSO,Exponential,0.27879552555455017,0.13412863917457604,0.2597935334179876,-0.14890096057045885,-0.4484515323778551,-0.9999306009314205,-0.4150924399486819,1.0,0.6168965809429531,0.33323961491627185,0.7348882347774831,-0.3559036683983835,-0.5882911325439395,-0.5115468595594752,-0.3733718693843941,0.6002987559927735,0.4951116655768754,-0.05919027882559732,0.22060644995760575,-0.24531935661168142,0.15664824097784508,0.36711683683556007,-0.030442454144096163
744,SRoC Type A,Random20PSO,Exponential,-0.04720578654355781,-0.059203656002096344,0.03324334608618506,0.05172131395312767,-0.009318771993449469,-0.6225403355805046,0.13608047992668457,0.6168965809429531,1.0,0.6416601214891146,0.8085441601570805,-0.6618286817116409,-0.30474262881998354,-0.430863206846545,-0.07003014670667423,0.4357035288617149,0.20980571707456952,-0.06962418274595898,0.1189878695445487,-0.07951049174500979,0.00420223150950308,0.22016525018056007,0.12598398413236434
745,SRoC Type B,Random20PSO,Exponential,-0.30862120246991526,-0.060996750391495914,-0.3800745127327607,0.06348789527241736,-0.1425786381449689,-0.3372680527530986,0.05271277310253487,0.33323961491627185,0.6416601214891146,1.0,0.6657406275215436,-0.9992862344183201,-0.45946661632909186,-0.585151824195213,-0.3637620214742703,0.5308671211654703,-0.3116425373419359,-0.4461712598721008,0.0024828405054766823,-0.11285199759434567,0.08245823751640552,-0.3239079055352556,0.025437396999691043
746,ERT Separation,Random20PSO,Exponential,0.01752154184624151,0.011250986722471601,0.05729203965247326,-0.02374026259780163,0.05402787911832996,-0.7401703414276699,0.18160351157792284,0.7348882347774831,0.8085441601570805,0.6657406275215436,1.0,-0.6897606305412399,-0.45930869046786504,-0.49841296365343685,-0.17454565101258576,0.565440704219889,0.36716814012087545,-0.10650875065699297,0.12047723371732297,-0.19103276363643165,0.0801050993462896,0.2791051626206371,-0.12693012373704865
747,Critical Separation,Random20PSO,Exponential,0.30173201336598066,0.05750802389682881,0.3708068747547643,-0.05961653295822335,0.13143332357490908,0.3601405576610258,-0.06333434145525295,-0.3559036683983835,-0.6618286817116409,-0.9992862344183201,-0.6897606305412399,1.0,0.45946045406610614,0.5897529248172417,0.3558208867310682,-0.5381416024534452,0.28803322423450645,0.4454936922582503,-0.006332391696459223,0.11509977203487003,-0.07904039061733088,0.30676325986732494,-0.024308190417771935
748,MRoC Type A,Random20PSO,Exponential,-0.05305308165081344,0.04965608781055122,0.006884438011500325,-0.044924430820920756,0.5453912664314485,0.5856125780412763,0.442021723532925,-0.5882911325439395,-0.30474262881998354,-0.45946661632909186,-0.45930869046786504,0.45946045406610614,1.0,0.5951080229389735,0.6745822976295676,-0.688783744413186,-0.018519020585209028,0.1691845348047042,-0.18580498320289776,0.3634447872429443,-0.061374554060304974,-0.050579255107146705,-0.01978372406628549
749,MRoC Type B,Random20PSO,Exponential,0.020903064889807206,-0.21882232915080194,0.10521518805202738,0.21268489143729682,0.2642178206526327,0.513078011218826,0.26478392895063274,-0.5115468595594752,-0.430863206846545,-0.585151824195213,-0.49841296365343685,0.5897529248172417,0.5951080229389735,1.0,0.6676589179375575,-0.957805520037831,0.007173955011005192,0.41936278646626557,-0.3510384446268897,0.3950571442252706,-0.00803177085201517,0.1379026019519592,-0.0982401045190991
750,ERT Mobility,Random20PSO,Exponential,-0.22390891924047895,-0.1078251863256033,-0.010004697398165657,0.10605229346950033,0.5120356790211796,0.3695535201901673,0.5869397246126844,-0.3733718693843941,-0.07003014670667423,-0.3637620214742703,-0.17454565101258576,0.3558208867310682,0.6745822976295676,0.6676589179375575,1.0,-0.7541247445368919,0.22803946417983376,0.21838603215649835,-0.12708068644704135,0.05938007429943836,-0.07914377188583192,0.12131484131917451,0.11373737596386062
751,Critical Mobility,Random20PSO,Exponential,0.12021705884244946,0.1680500344698218,0.018466462470120643,-0.16784806780238498,-0.28335077392485575,-0.6011451508121874,-0.29896382103320324,0.6002987559927735,0.4357035288617149,0.5308671211654703,0.565440704219889,-0.5381416024534452,-0.688783744413186,-0.957805520037831,-0.7541247445368919,1.0,0.11467233497556456,-0.26214684254640375,0.3265785351136378,-0.36794370736998944,-0.0013705786378073624,0.016057081188573945,0.010689113229581614
752,ntotal*,Random20PSO,Exponential,0.5994809136485126,0.2551588211482907,0.6821214953235887,-0.28176139529573363,0.06493956519709086,-0.4961516270650658,0.047795576746558655,0.4951116655768754,0.20980571707456952,-0.3116425373419359,0.36716814012087545,0.28803322423450645,-0.018519020585209028,0.007173955011005192,0.22803946417983376,0.11467233497556456,1.0,0.4310544614123975,0.14484964885765464,-0.05719226468023054,0.1145401781293139,0.767395953529639,-0.09323064977892588
753,nshared*,Random20PSO,Exponential,0.3040129596875539,-0.26256124040861145,0.4490899304174756,0.2465399110978681,0.13156491347925922,0.06085734921935411,0.03503156226226632,-0.05919027882559732,-0.06962418274595898,-0.4461712598721008,-0.10650875065699297,0.4454936922582503,0.1691845348047042,0.41936278646626557,0.21838603215649835,-0.26214684254640375,0.4310544614123975,1.0,0.03461381667262055,0.070115533542548,0.054902223769524035,0.5624763321894998,0.06283656286606933
754,Mean ID,Random20PSO,Exponential,0.1276264788845184,0.1385539390251168,0.15591540395698855,-0.1403995973371733,-0.13626323990847686,-0.21959068422662692,-0.1708646235358909,0.22060644995760575,0.1189878695445487,0.0024828405054766823,0.12047723371732297,-0.006332391696459223,-0.18580498320289776,-0.3510384446268897,-0.12708068644704135,0.3265785351136378,0.14484964885765464,0.03461381667262055,1.0,-0.6064754831245613,-0.11785275577085215,0.11978669231173529,0.25623671386189073
755,Mean GC,Random20PSO,Exponential,0.23448237489947227,0.13827730380429662,0.21675283764867323,-0.14740772659399104,0.16948061329792768,0.24369113800140868,0.16819453393072215,-0.24531935661168142,-0.07951049174500979,-0.11285199759434567,-0.19103276363643165,0.11509977203487003,0.3634447872429443,0.3950571442252706,0.05938007429943836,-0.36794370736998944,-0.05719226468023054,0.070115533542548,-0.6064754831245613,1.0,0.31322145497805914,0.09184161025402518,-0.12539059353183254
756,SNID,Random20PSO,Exponential,0.16202258991286708,0.18734913728648483,0.19679770922833306,-0.19644335937135282,-0.1480877476709935,-0.1554197054068987,-0.15614987240058473,0.15664824097784508,0.00420223150950308,0.08245823751640552,0.0801050993462896,-0.07904039061733088,-0.061374554060304974,-0.00803177085201517,-0.07914377188583192,-0.0013705786378073624,0.1145401781293139,0.054902223769524035,-0.11785275577085215,0.31322145497805914,1.0,0.09079113062315494,-0.31091022593326695
757,EXPLORE%,Random20PSO,Exponential,0.6272989157861045,0.16434000062468687,0.8584364747635334,-0.18433822182053144,0.12588435974338072,-0.3676335681891414,0.04737002443676146,0.36711683683556007,0.22016525018056007,-0.3239079055352556,0.2791051626206371,0.30676325986732494,-0.050579255107146705,0.1379026019519592,0.12131484131917451,0.016057081188573945,0.767395953529639,0.5624763321894998,0.11978669231173529,0.09184161025402518,0.09079113062315494,1.0,-0.07759965651199473
758,INFEASIBLE%,Random20PSO,Exponential,-0.21868978426639385,-0.16114862953597875,-0.11837355984696021,0.16565363359638277,-0.12164692763541943,0.028689073984492962,-0.07760152586665547,-0.030442454144096163,0.12598398413236434,0.025437396999691043,-0.12693012373704865,-0.024308190417771935,-0.01978372406628549,-0.0982401045190991,0.11373737596386062,0.010689113229581614,-0.09323064977892588,0.06283656286606933,0.25623671386189073,-0.12539059353183254,-0.31091022593326695,-0.07759965651199473,1.0
759,DRoC Type A,RandomPSO,Exponential,1.0,-0.0508691666568891,-0.8969638272765211,-0.04275717888629062,-0.011441285575556851,-0.05844936210861624,-0.12173861579776986,-0.04913783386397582,0.07901838691130714,0.05493769687346482,0.06842330918566784,-0.14459024987665656,0.04764100088532571,-0.4389586465875738,0.04773307603033244,0.37332889036582273,0.30875597146608114,-0.19375670209778062,0.23264645202386589,-0.23264645202386916,0.12757819968543083,0.3201862124884618,0.07796850962415362
760,DRoC Type B,RandomPSO,Exponential,-0.0508691666568891,1.0,-0.09271802280547645,-0.8142595942730158,-0.44366254646100695,0.5930113284438745,0.03785692632514357,-0.3431131593888307,-0.46182758252538963,0.46382291866572745,-0.157652983055443,-0.1988147997562569,0.18807919025331984,-0.29845131773727546,-0.16004050513343798,0.2537589281652709,-0.24226583313061417,0.2127235173161892,0.39312380171929384,-0.39312380171929284,0.09901624900652256,0.22188365887691006,0.00805020713154708
761,ERT Diversity,RandomPSO,Exponential,-0.8969638272765211,-0.09271802280547645,1.0,0.2506213835265931,0.09011008762090729,0.07631346722767185,0.1080944527179449,0.018972772201409874,-0.003568911940889377,-0.03925994805823164,-0.09497295866042674,0.11485637643111286,-0.11493378853609734,0.2967718361497463,-0.057307707551584486,-0.21134717844181714,-0.20415420041599958,0.09092278915595671,-0.15504493722458076,0.15504493722458293,-0.07214555770063616,-0.32372702471921955,0.024920024458614798
762,Critical Diversity,RandomPSO,Exponential,-0.04275717888629062,-0.8142595942730158,0.2506213835265931,1.0,0.4208813997938903,-0.5839046411462032,0.041238038179503396,0.4673956284526323,0.4326292673660791,-0.45405874609888447,0.15709548600205045,0.33731041772029013,-0.29360293227392903,0.30481058154223106,0.22321621488562715,-0.10648093613471855,0.15964449619046592,-0.1468422071842379,-0.3125511462175411,0.3125511462175399,-0.22136090562180302,-0.2092987755366579,-0.06453495142265284
763,FRoC Type A,RandomPSO,Exponential,-0.011441285575556851,-0.44366254646100695,0.09011008762090729,0.4208813997938903,1.0,-0.14541418307452297,0.6242326649643541,0.009836203504081367,0.9426850709920267,-0.04546057197503221,0.5021255207528756,-0.09267780036057778,-0.1568073532173184,0.26703371570007545,-0.005033358112830793,-0.05881171928938179,0.19500850226875652,-0.20298680760408724,-0.22526655745356844,0.22526655745356838,0.058174137448174526,-0.1272242432457036,0.040472386065781386
764,FRoC Type B,RandomPSO,Exponential,-0.05844936210861624,0.5930113284438745,0.07631346722767185,-0.5839046411462032,-0.14541418307452297,1.0,0.3067260831249551,-0.769124754797116,-0.14406215240448042,0.812153956677472,-0.06246535827512028,-0.5575782139438104,0.3808831652378094,-0.30320165835194696,-0.1231462257335134,0.14921897004784546,-0.009508415426274817,-0.045066538411149576,0.5705897873494062,-0.5705897873494051,0.41775779422805576,0.23824435774530872,0.1852414624955643
765,ERT Fitness,RandomPSO,Exponential,-0.12173861579776986,0.03785692632514357,0.1080944527179449,0.041238038179503396,0.6242326649643541,0.3067260831249551,1.0,-0.3578136562251493,0.5246636569709582,0.2486056530310228,0.5222378676219394,-0.29962127393685617,0.06909784748421267,0.08713635996273493,0.011215396650542815,-0.08231763556176933,0.1936116593516496,-0.22323963754748818,-0.08040482011628385,0.08040482011628398,0.08467091337208307,-0.009052713747820223,-0.09523500103171992
766,Critical Fitness,RandomPSO,Exponential,-0.04913783386397582,-0.3431131593888307,0.018972772201409874,0.4673956284526323,0.009836203504081367,-0.769124754797116,-0.3578136562251493,1.0,0.030060537305417113,-0.622453719974006,-0.13471003759653521,0.8663379945091907,-0.478117926299064,0.37747053256358676,0.007011267770868647,-0.13386003575841668,0.005136720689764232,0.03902756762398957,-0.5281549509892354,0.5281549509892355,-0.5102548609277662,-0.3039410849672479,-0.24783212593876167
767,SRoC Type A,RandomPSO,Exponential,0.07901838691130714,-0.46182758252538963,-0.003568911940889377,0.4326292673660791,0.9426850709920267,-0.14406215240448042,0.5246636569709582,0.030060537305417113,1.0,0.09345675316887467,0.6323902950909179,-0.1820629679232232,-0.10899727173759759,0.3175975542031016,0.03154276017033252,-0.08498834746296743,0.19984513449206115,-0.21730848385421853,-0.21040060024629476,0.2104006002462944,0.13231757303877087,-0.034290463572061086,0.06981820350047153
768,SRoC Type B,RandomPSO,Exponential,0.05493769687346482,0.46382291866572745,-0.03925994805823164,-0.45405874609888447,-0.04546057197503221,0.812153956677472,0.2486056530310228,-0.622453719974006,0.09345675316887467,1.0,0.4057158735832656,-0.7221695997518173,0.34510655918715893,-0.26740355158382845,-0.02322010121483911,0.2158323037873162,0.10793709964896607,-0.1369595411355554,0.5749785915970644,-0.5749785915970638,0.5229974148203596,0.36035096233253266,0.0926613840681047
769,ERT Separation,RandomPSO,Exponential,0.06842330918566784,-0.157652983055443,-0.09497295866042674,0.15709548600205045,0.5021255207528756,-0.06246535827512028,0.5222378676219394,-0.13471003759653521,0.6323902950909179,0.4057158735832656,1.0,-0.5305691593386244,0.0926798001403398,0.09842848147823507,0.14744935568175466,0.016167028835572774,0.2234353953669868,-0.20919550650911403,-0.030106954421253312,0.03010695442125259,0.2068651575740511,0.17247808115249086,-0.14942986600826705
770,Critical Separation,RandomPSO,Exponential,-0.14459024987665656,-0.1988147997562569,0.11485637643111286,0.33731041772029013,-0.09267780036057778,-0.5575782139438104,-0.29962127393685617,0.8663379945091907,-0.1820629679232232,-0.7221695997518173,-0.5305691593386244,1.0,-0.4320238242532156,0.3366200248363824,-0.08070721053080773,-0.17156172176973344,-0.07810854595106122,0.09733206090009056,-0.4955562282639362,0.4955562282639369,-0.5657985470303398,-0.3772539106515397,-0.18034925255930195
771,MRoC Type A,RandomPSO,Exponential,0.04764100088532571,0.18807919025331984,-0.11493378853609734,-0.29360293227392903,-0.1568073532173184,0.3808831652378094,0.06909784748421267,-0.478117926299064,-0.10899727173759759,0.34510655918715893,0.0926798001403398,-0.4320238242532156,1.0,-0.05075472227673276,0.32269088072207786,-0.14697592399421638,-0.044840275318158845,-0.06166271351366692,0.17301793704387622,-0.1730179370438765,0.18956297289927948,0.4280274369597749,0.25053295137951087
772,MRoC Type B,RandomPSO,Exponential,-0.4389586465875738,-0.29845131773727546,0.2967718361497463,0.30481058154223106,0.26703371570007545,-0.30320165835194696,0.08713635996273493,0.37747053256358676,0.3175975542031016,-0.26740355158382845,0.09842848147823507,0.3366200248363824,-0.05075472227673276,1.0,0.20154208405030227,-0.7768438064855647,-0.188692384382213,0.08414471979334552,-0.6556318359943653,0.6556318359943688,-0.33285255540884784,-0.17232523637812894,0.03789517166699935
773,ERT Mobility,RandomPSO,Exponential,0.04773307603033244,-0.16004050513343798,-0.057307707551584486,0.22321621488562715,-0.005033358112830793,-0.1231462257335134,0.011215396650542815,0.007011267770868647,0.03154276017033252,-0.02322010121483911,0.14744935568175466,-0.08070721053080773,0.32269088072207786,0.20154208405030227,1.0,-0.4559597460150874,-0.15758121768014574,0.1387840648995606,0.010737025617687988,-0.010737025617688417,-0.0431586561416763,0.194845340458087,0.07592580513414464
774,Critical Mobility,RandomPSO,Exponential,0.37332889036582273,0.2537589281652709,-0.21134717844181714,-0.10648093613471855,-0.05881171928938179,0.14921897004784546,-0.08231763556176933,-0.13386003575841668,-0.08498834746296743,0.2158323037873162,0.016167028835572774,-0.17156172176973344,-0.14697592399421638,-0.7768438064855647,-0.4559597460150874,1.0,0.26091904583963293,-0.22238842634519188,0.5594781992059098,-0.5594781992059121,0.24397018646719595,0.11173142042726217,0.015872913835130044
775,ntotal*,RandomPSO,Exponential,0.30875597146608114,-0.24226583313061417,-0.20415420041599958,0.15964449619046592,0.19500850226875652,-0.009508415426274817,0.1936116593516496,0.005136720689764232,0.19984513449206115,0.10793709964896607,0.2234353953669868,-0.07810854595106122,-0.044840275318158845,-0.188692384382213,-0.15758121768014574,0.26091904583963293,1.0,-0.9319777997930251,0.25712712691816686,-0.25712712691816675,0.03393560480720869,0.09883268357263868,0.047432964789337194
776,nshared*,RandomPSO,Exponential,-0.19375670209778062,0.2127235173161892,0.09092278915595671,-0.1468422071842379,-0.20298680760408724,-0.045066538411149576,-0.22323963754748818,0.03902756762398957,-0.21730848385421853,-0.1369595411355554,-0.20919550650911403,0.09733206090009056,-0.06166271351366692,0.08414471979334552,0.1387840648995606,-0.22238842634519188,-0.9319777997930251,1.0,-0.21007602276462856,0.21007602276462792,-0.10656037575115038,-0.06074598694750987,-0.15434738032372758
777,Mean ID,RandomPSO,Exponential,0.23264645202386589,0.39312380171929384,-0.15504493722458076,-0.3125511462175411,-0.22526655745356844,0.5705897873494062,-0.08040482011628385,-0.5281549509892354,-0.21040060024629476,0.5749785915970644,-0.030106954421253312,-0.4955562282639362,0.17301793704387622,-0.6556318359943653,0.010737025617687988,0.5594781992059098,0.25712712691816686,-0.21007602276462856,1.0,-0.9999999999999998,0.4802983970130112,0.25630423370290445,0.08624693554251131
778,Mean GC,RandomPSO,Exponential,-0.23264645202386916,-0.39312380171929284,0.15504493722458293,0.3125511462175399,0.22526655745356838,-0.5705897873494051,0.08040482011628398,0.5281549509892355,0.2104006002462944,-0.5749785915970638,0.03010695442125259,0.4955562282639369,-0.1730179370438765,0.6556318359943688,-0.010737025617688417,-0.5594781992059121,-0.25712712691816675,0.21007602276462792,-0.9999999999999998,1.0,-0.4802983970130104,-0.25630423370290506,-0.0862469355425112
779,SNID,RandomPSO,Exponential,0.12757819968543083,0.09901624900652256,-0.07214555770063616,-0.22136090562180302,0.058174137448174526,0.41775779422805576,0.08467091337208307,-0.5102548609277662,0.13231757303877087,0.5229974148203596,0.2068651575740511,-0.5657985470303398,0.18956297289927948,-0.33285255540884784,-0.0431586561416763,0.24397018646719595,0.03393560480720869,-0.10656037575115038,0.4802983970130112,-0.4802983970130104,1.0,0.16258102724455334,0.21833764545086273
780,EXPLORE%,RandomPSO,Exponential,0.3201862124884618,0.22188365887691006,-0.32372702471921955,-0.2092987755366579,-0.1272242432457036,0.23824435774530872,-0.009052713747820223,-0.3039410849672479,-0.034290463572061086,0.36035096233253266,0.17247808115249086,-0.3772539106515397,0.4280274369597749,-0.17232523637812894,0.194845340458087,0.11173142042726217,0.09883268357263868,-0.06074598694750987,0.25630423370290445,-0.25630423370290506,0.16258102724455334,1.0,-0.08764063663576863
781,INFEASIBLE%,RandomPSO,Exponential,0.07796850962415362,0.00805020713154708,0.024920024458614798,-0.06453495142265284,0.040472386065781386,0.1852414624955643,-0.09523500103171992,-0.24783212593876167,0.06981820350047153,0.0926613840681047,-0.14942986600826705,-0.18034925255930195,0.25053295137951087,0.03789517166699935,0.07592580513414464,0.015872913835130044,0.047432964789337194,-0.15434738032372758,0.08624693554251131,-0.0862469355425112,0.21833764545086273,-0.08764063663576863,1.0
782,DRoC Type A,RingPSO,Exponential,1.0,0.4133142193361165,0.7827520712940536,-0.47690624621893024,-0.1987010219679157,-0.2931897543944296,-0.22757897009045233,0.2949076371753823,-0.14924761960433988,-0.28602637209290727,-0.03963555793935372,0.2845495292447194,-0.18655110786729323,-0.006742011175578669,0.13953068841868724,0.007949082195550957,0.4829613669076368,0.06796952962033648,-0.27007373470718077,0.03836047769517402,0.4191979804331185,0.2290741003491529,-0.1283624170359209
783,DRoC Type B,RingPSO,Exponential,0.4133142193361165,1.0,0.3074126053163417,-0.996043831300778,-0.3394390622574163,0.041998463351348145,-0.24008049625865377,-0.035448983323684,-0.34623978527914007,-0.05858591806966763,-0.4053249638033471,0.07628425309622876,-0.016888588713592712,0.10630960503145812,0.1389664194046915,-0.2827785102731076,-0.36027904613651074,-0.52361007606776,-0.31776206298840887,0.06052416486938553,0.4024849311158032,-0.48528447176366296,-0.27440283572724344
784,ERT Diversity,RingPSO,Exponential,0.7827520712940536,0.3074126053163417,1.0,-0.38091001317660933,0.002144101117859581,-0.20751158360030234,0.039478167256132575,0.20565991947057283,-0.280796878193607,-0.5253346238971726,-0.03613500008548787,0.518605866317567,0.005572253032598964,0.29589035218099374,0.38707767386782493,-0.2198874449483202,0.675662132159572,0.3005681653946411,-0.6031558615695062,0.1698542543262078,0.22678285030203968,0.3539767324575609,-0.16725757162792593
785,Critical Diversity,RingPSO,Exponential,-0.47690624621893024,-0.996043831300778,-0.38091001317660933,1.0,0.334333253951253,-0.010880647235019796,0.23711923289782877,0.004889431419892542,0.3462033910722317,0.08249737969852104,0.38126497001834886,-0.09894496270589027,0.01781939474324107,-0.11350931781981409,-0.15757259456535558,0.28018905205597316,0.2872018590736008,0.49833767337482493,0.3496228115666977,-0.07810759297491278,-0.423245694758107,0.42494801508521585,0.286130007698656
786,FRoC Type A,RingPSO,Exponential,-0.1987010219679157,-0.3394390622574163,0.002144101117859581,0.334333253951253,1.0,0.6923244724476094,0.7752807594555773,-0.7025358962581381,-0.12814909771927205,-0.21470529697428828,-0.04959489446991806,0.20774160933624347,0.076774816109581,0.05436208482830137,0.20012397770076742,0.008709336804276383,0.24618813890145508,0.3073490988171956,-0.13636313304758396,0.24448931050532705,-0.047079131539695555,0.045406534990129116,0.1794560941480847
